,LossNum,cost,iteration,mode,run
379,calc_loss_8_off,6.996325492858887,9,off-policy,2
380,calc_loss_8_off,14.032474517822266,0,off-policy,3
381,calc_loss_8_off,9.050235748291016,1,off-policy,3
382,calc_loss_8_off,7.451832294464111,2,off-policy,3
383,calc_loss_8_off,7.143984317779541,3,off-policy,3
384,calc_loss_8_off,7.061481952667236,4,off-policy,3
385,calc_loss_8_off,7.03465461730957,5,off-policy,3
386,calc_loss_8_off,7.022725582122803,6,off-policy,3
387,calc_loss_8_off,7.017168998718262,7,off-policy,3
388,calc_loss_8_off,7.014703273773193,8,off-policy,3
389,calc_loss_8_off,7.016139984130859,9,off-policy,3
390,calc_loss_8_off,14.032474517822266,0,off-policy,4
391,calc_loss_8_off,9.104411125183105,1,off-policy,4
392,calc_loss_8_off,7.500833511352539,2,off-policy,4
393,calc_loss_8_off,7.148736476898193,3,off-policy,4
394,calc_loss_8_off,7.066155910491943,4,off-policy,4
395,calc_loss_8_off,7.04116678237915,5,off-policy,4
396,calc_loss_8_off,7.028801918029785,6,off-policy,4
397,calc_loss_8_off,7.019367694854736,7,off-policy,4
398,calc_loss_8_off,7.021028518676758,8,off-policy,4
399,calc_loss_8_off,7.01993989944458,9,off-policy,4
